"","code","pages","name","doc_name","url","mean_nchar","mean_words","mean_kango","mean_wago"
"47",122106,26,"千葉県茂原市","R6年度保育所（園）等利用申込案内","https://www.city.mobara.chiba.jp/cmsfiles/contents/0000006/6118/R6riyouannai.pdf",835.923076923077,519.884615384615,0.42867162420957,0.441919939003974
"48",122114,27,"千葉県成田市","令和6年度 保育所等利用のしおり","https://www.city.narita.chiba.jp/content/000102911.pdf",0,0,NA,NA
"49",122122,47,"千葉県佐倉市","令和6年度保育施設利用のご案内","https://www.city.sakura.lg.jp/material/files/group/22/R6_annai.pdf",966.553191489362,595.31914893617,0.445223606622567,0.422352661178994
"50",122131,22,"千葉県東金市","とうがね保育ガイドすてっぷ ","https://www.city.togane.chiba.jp/cmsfiles/contents/0000008/8744/R6newstep.pdf",736,459.272727272727,0.465296243654282,0.380517242110795
"51",122157,23,"千葉県旭市","令和6年度 保育所等利用のご案内","https://www.city.asahi.lg.jp/uploaded/attachment/23560.pdf",566.391304347826,350.782608695652,0.434503823500265,0.397798350202116
"52",122165,28,"千葉県習志野市","令和6年度 認可保育施設入所・入園案内","https://www.city.narashino.lg.jp/material/files/group/136/R6-nyusyoannnai.pdf",1174.67857142857,727.107142857143,0.41993783254655,0.438733636028107
"53",122173,26,"千葉県柏市","柏市令和6年度保育園等利用申込みのご案内","https://www.city.kashiwa.lg.jp/documents/36298/0604hoikuenriyouannai.pdf",1196.65384615385,745.961538461538,0.384945131864601,0.370779258169587
"54",122181,18,"千葉県勝浦市","令和６年度勝浦町保育所（園）等利用申し込みのてびき","http://www.town.katsuura.lg.jp/docs/2023112000025/file_contents/tebiki.pdf",0,0,NA,NA
"55",122190,55,"千葉県市原市","令和６年度 市原市 保育所（園）・認定こども園等利用案内","https://prdurbanosichapp1.blob.core.windows.net/common-article/60237a73ece4651c88c18b1d/%E3%80%90%E5%AD%A6%E5%9C%92%E5%BA%83%E5%A0%B4%E4%BF%AE%E6%AD%A3%E5%BE%8C%E3%80%91%E4%BB%A4%E5%92%8C6%E5%B9%B4%E5%BA%A6%E3%80%80%E5%B8%82%E5%8E%9F%E5%B8%82%E3%80%80%E4%BF%9D%E8%82%B2%E6%89%80%EF%BC%88%E5%9C%92%EF%BC%89%E3%83%BB%E8%AA%8D%E5%AE%9A%E3%81%93%E3%81%A9%E3%82%82%E5%9C%92%E7%AD%89%E5%88%A9%E7%94%A8%E6%A1%88%E5%86%85+%281%29.pdf",977.654545454545,594.054545454545,0.415326187671415,0.383266496031586
"56",122203,26,"千葉県流山市","令和6年度流山市認可保育施設入所案内 ","https://www.city.nagareyama.chiba.jp/_res/projects/default_project/_page_/001/043/136/r6nyuusyoannnai3.pdf",542.692307692308,339.192307692308,0.388871058324901,0.444225044593095
"57",122211,19,"千葉県八千代市","令和6年度保育園等利用案内","https://www.city.yachiyo.lg.jp/uploaded/attachment/25715.pdf",1197.78947368421,742.421052631579,0.401138062954992,0.403987317288208
"58",122220,20,"千葉県我孫子市","令和6年度 保育園等4月入園のご案内","https://www.city.abiko.chiba.jp/kosodate/children/preschool/nursery/vacancy/nyuuennmousikomi.files/annai6.pdf",960.65,599.4,0.436427902420614,0.376075991802076
"59",122238,16,"千葉県鴨川市","令和6年度入園のしおり","https://www.city.kamogawa.lg.jp/uploaded/attachment/14767.pdf",556.1875,342.3125,0.415005906380693,0.386642132678394
"60",122246,22,"千葉県鎌ケ谷市","令和6年度保育園等利用申込みのご案内","https://www.city.kamagaya.chiba.jp/download_menu/hoiku.files/r6riyouannnai.pdf",0,0,NA,NA
"61",122254,4,"千葉県君津市","令和6年度分　入園案内 ","https://www.city.kimitsu.lg.jp/uploaded/attachment/43917.pdf",938.25,572,0.448339597312177,0.373674937533403
"62",122262,1,"千葉県富津市","申請手続きフローチャート","https://www.city.futtsu.lg.jp/cmsfiles/contents/0000000/315/moushikomifuro.pdf",248,150,0.533333333333333,0.426666666666667
"63",122271,46,"千葉県浦安市","令和6年度保育園・認定こども園のご案内 ","https://www.city.urayasu.lg.jp/_res/projects/default_project/_page_/001/033/674/r6goannai.pdf",790.934782608696,476.673913043478,0.39091649476189,0.300702974089435
"64",122289,31,"千葉県四街道市","令和６年度　保育所等利用のしおり","https://www.city.yotsukaido.chiba.jp/kosodate/hoiku/hoikusyoinfo/r6nyuushoannnai.files/shiori.pdf",1042.1935483871,639.612903225806,0.391586569824901,0.391619717418047
"65",122297,35,"千葉県袖ケ浦市","令和6年度保育所（園）等入所案内","https://www.city.sodegaura.lg.jp/uploaded/attachment/34373.pdf",756.628571428571,456.914285714286,0.468165766398744,0.345101743353828
"66",122301,22,"千葉県八街市","令和6年度 保育所等申し込みのご案内","https://www.city.yachimata.lg.jp/uploaded/attachment/20114.pdf",775.954545454545,483.681818181818,0.414427356916581,0.364100296586189
"67",122319,33,"千葉県印西市","令和6年度　保育園利用のご案内","https://www.city.inzai.lg.jp/kosodatenavi/cmsfiles/contents/0000016/16741/R6annai.pdf",623.090909090909,385.030303030303,0.374156921247714,0.417219166291768
"68",122327,38,"千葉県白井市","令和5・6年度 保育所等利用のご案内（令和5年10月版）","https://www.city.shiroi.chiba.jp/material/files/group/15/hoikuriyouannnai.pdf",868.236842105263,528.815789473684,0.393925194657476,0.414013500204651
"69",122335,44,"千葉県富里市","令和6年度こども園・保育園入園のご案内","https://www.city.tomisato.lg.jp/cmsfiles/contents/0000014/14706/reiwa6nenndo_nyuuennnogoannnai.pdf",631.318181818182,383.795454545455,0.415973593683098,0.41080782931901
"70",122343,10,"千葉県南房総市","令和6年度保育所等入所のご案内","https://www.city.minamiboso.chiba.jp/cmsfiles/contents/0000006/6900/00annai.pdf",731.1,456.2,0.416862038637358,0.443777383361229
"71",122351,7,"千葉県匝瑳市","令和6年度保育所等利用申込のご案内","https://www.city.sosa.lg.jp/data/doc/1697716254_doc_163_0.pdf",604.142857142857,374.142857142857,0.457835944940448,0.356463829828469
"72",122360,4,"千葉県香取市","令和6年度　保育所（園）・認定こども園入所のご案内","https://www.city.katori.lg.jp/kosodate/hoikujo_yochien/hoikusyo_shinseisyo.files/R06_nyuusyonogoannnai.pdf",1224.5,745.75,0.392052792761313,0.351917513399436
"73",122378,38,"千葉県山武市","令和6年度こども園・幼稚園・保育園等入園のご案内","https://www.city.sammu.lg.jp/data/doc/1698365823_doc_71_0.pdf",928.5,575.684210526316,0.441098982431224,0.427729271477614
"74",122394,13,"千葉県大網白里市","保育施設利用のご案内","https://www.city.oamishirasato.lg.jp/cmsfiles/contents/0000013/13326/6riyouannnai.pdf",630.076923076923,385.692307692308,0.455894071252299,0.363868027741896
"75",131016,114,"東京都千代田区","令和6年度保育園・こども園等の入園案内","https://www.city.chiyoda.lg.jp/documents/1346/r6nyuenannai.pdf",722.280701754386,430.719298245614,0.412946271065351,0.380250366033372
"76",131024,106,"東京都中央区","令和6年度保育園のごあんない","https://www.city.chuo.lg.jp/documents/4723/zenpe-zi_2.pdf",721.72641509434,442.396226415094,0.423837861240125,0.389349559015426
"77",131032,44,"東京都港区","保育園入園のごあんない（令和6年度版）","https://www.city.minato.tokyo.jp/hoikusien/documents/goannnai_r06.pdf",1044.34090909091,647.636363636364,0.418914330309788,0.433131557867719
"78",131041,172,"東京都新宿区","新宿区認可保育園等申込みの手引き 【令和6年度版】","https://www.city.shinjuku.lg.jp/content/000381037.pdf",726.441860465116,429.151162790698,0.254437879765956,0.189875295864838
"79",131059,70,"東京都文京区","ぶんきょう保育パンフレット2024","https://www.city.bunkyo.lg.jp/var/rev0/0289/5892/pamhlet2024.pdf",747.514285714286,451.071428571429,0.431418569359702,0.408771353008849
"80",131067,44,"東京都台東区","「令和6年度 保育利用のご案内」パンフレット","https://www.city.taito.lg.jp/kosodatekyouiku/kosodate/mokutei/hoiku_youjikyouiku/hoikutakuji/hoikuen/hoikuennyuen/R6-4hoikuenmousikomi.files/hoikuriyou_6_1.pdf",1041.95454545455,638.181818181818,0.402526255767943,0.398152047432572
"81",131075,40,"東京都墨田区","令和6年用 認可保育施設利用申込みのご案内","https://www.city.sumida.lg.jp/kosodate_kyouiku/kosodate_site/azukeru/hoikuen/nyuuen/riyou_annai/a.files/R6goannai.pdf",1077.275,653.85,0.405632004259246,0.380895885353039
"82",131083,64,"東京都江東区","令和6年度江東区保育園等入園のしおり","https://www.city.koto.lg.jp/280308/documents/r6-siori.pdf",1246.703125,743.484375,0.380997142568171,0.366309401463447
"83",131091,80,"東京都品川区","保育園のご案内（令和5年10月版）","https://www.city.shinagawa.tokyo.jp/ct/pdf/20220920192202_26.pdf",741.1125,444.2125,0.4230158442262,0.374901006827283
"84",131105,71,"東京都目黒区","令和6年度「保育施設利用のご案内」（令和6年4月から令和7年1月入所対象）","https://www.city.meguro.tokyo.jp/documents/3899/r512_r604hoikushisetsuriyoannai.pdf",563.830985915493,346.197183098592,0.405224402674474,0.386627319969347
"85",131113,60,"東京都大田区","入園申込みのしおり","https://www.city.ota.tokyo.jp/download/kodomo/hoikuen/shiori.files/R6nyuuennmousikominosiori.pdf",1323.4,798.133333333333,0.400611800125525,0.381196597826924
